board,model,problem_set,problem_index,problem_id,result,runs
research,Llama 3.3 70B Instruct,order5,122,O5_122,incorrect,R
research,Llama 3.3 70B Instruct,order5,123,O5_123,correct,G
research,Llama 3.3 70B Instruct,order5,124,O5_124,incorrect,R
research,Llama 3.3 70B Instruct,order5,125,O5_125,correct,G
research,Llama 3.3 70B Instruct,order5,126,O5_126,incorrect,R
research,Llama 3.3 70B Instruct,order5,127,O5_127,correct,G
research,Llama 3.3 70B Instruct,order5,128,O5_128,incorrect,R
research,Llama 3.3 70B Instruct,order5,129,O5_129,correct,G
research,Llama 3.3 70B Instruct,order5,130,O5_130,incorrect,R
research,Llama 3.3 70B Instruct,order5,131,O5_131,correct,G
research,Llama 3.3 70B Instruct,order5,132,O5_132,incorrect,R
research,Llama 3.3 70B Instruct,order5,133,O5_133,correct,G
research,Llama 3.3 70B Instruct,order5,134,O5_134,incorrect,R
research,Llama 3.3 70B Instruct,order5,135,O5_135,correct,G
research,Llama 3.3 70B Instruct,order5,136,O5_136,incorrect,R
research,Llama 3.3 70B Instruct,order5,137,O5_137,correct,G
research,Llama 3.3 70B Instruct,order5,138,O5_138,incorrect,R
research,Llama 3.3 70B Instruct,order5,139,O5_139,correct,G
research,Llama 3.3 70B Instruct,order5,140,O5_140,incorrect,R
research,Llama 3.3 70B Instruct,order5,141,O5_141,correct,G
research,Llama 3.3 70B Instruct,order5,142,O5_142,incorrect,R
research,Llama 3.3 70B Instruct,order5,143,O5_143,correct,G
research,Llama 3.3 70B Instruct,order5,144,O5_144,incorrect,R
research,Llama 3.3 70B Instruct,order5,145,O5_145,correct,G
research,Llama 3.3 70B Instruct,order5,146,O5_146,incorrect,R
research,Llama 3.3 70B Instruct,order5,147,O5_147,correct,G
research,Llama 3.3 70B Instruct,order5,148,O5_148,incorrect,R
research,Llama 3.3 70B Instruct,order5,149,O5_149,correct,G
research,Llama 3.3 70B Instruct,order5,150,O5_150,incorrect,R
research,Llama 3.3 70B Instruct,order5,151,O5_151,correct,G
research,Llama 3.3 70B Instruct,order5,152,O5_152,incorrect,R
research,Llama 3.3 70B Instruct,order5,153,O5_153,correct,G
research,Llama 3.3 70B Instruct,order5,154,O5_154,incorrect,R
research,Llama 3.3 70B Instruct,order5,155,O5_155,correct,G
research,Llama 3.3 70B Instruct,order5,156,O5_156,incorrect,R
research,Llama 3.3 70B Instruct,order5,157,O5_157,correct,G
research,Llama 3.3 70B Instruct,order5,158,O5_158,mixed,URR
research,Llama 3.3 70B Instruct,order5,159,O5_159,correct,G
research,Llama 3.3 70B Instruct,order5,160,O5_160,incorrect,R
research,Llama 3.3 70B Instruct,order5,161,O5_161,correct,G
research,Llama 3.3 70B Instruct,order5,162,O5_162,mixed,RGR
research,Llama 3.3 70B Instruct,order5,163,O5_163,correct,G
research,Llama 3.3 70B Instruct,order5,164,O5_164,incorrect,R
research,Llama 3.3 70B Instruct,order5,165,O5_165,correct,G
research,Llama 3.3 70B Instruct,order5,166,O5_166,incorrect,R
research,Llama 3.3 70B Instruct,order5,167,O5_167,correct,G
research,Llama 3.3 70B Instruct,order5,168,O5_168,incorrect,R
research,Llama 3.3 70B Instruct,order5,169,O5_169,correct,G
research,Llama 3.3 70B Instruct,order5,170,O5_170,incorrect,R
research,Llama 3.3 70B Instruct,order5,171,O5_171,correct,G
research,Llama 3.3 70B Instruct,order5,172,O5_172,incorrect,R
research,Llama 3.3 70B Instruct,order5,173,O5_173,correct,G
research,Llama 3.3 70B Instruct,order5,174,O5_174,incorrect,R
research,Llama 3.3 70B Instruct,order5,175,O5_175,correct,G
research,Llama 3.3 70B Instruct,order5,176,O5_176,incorrect,R
research,Llama 3.3 70B Instruct,order5,177,O5_177,correct,G
research,Llama 3.3 70B Instruct,order5,178,O5_178,incorrect,R
research,Llama 3.3 70B Instruct,order5,179,O5_179,correct,G
research,Llama 3.3 70B Instruct,order5,180,O5_180,incorrect,R
research,Llama 3.3 70B Instruct,order5,181,O5_181,correct,G
research,Llama 3.3 70B Instruct,order5,182,O5_182,incorrect,R
research,Llama 3.3 70B Instruct,order5,183,O5_183,correct,G
research,Llama 3.3 70B Instruct,order5,184,O5_184,incorrect,R
research,Llama 3.3 70B Instruct,order5,185,O5_185,correct,G
research,Llama 3.3 70B Instruct,order5,186,O5_186,incorrect,R
research,Llama 3.3 70B Instruct,order5,187,O5_187,correct,G
research,Llama 3.3 70B Instruct,order5,188,O5_188,incorrect,R
research,Llama 3.3 70B Instruct,order5,189,O5_189,correct,G
research,Llama 3.3 70B Instruct,order5,190,O5_190,incorrect,R
research,Llama 3.3 70B Instruct,order5,191,O5_191,correct,G
research,Llama 3.3 70B Instruct,order5,192,O5_192,incorrect,R
research,Llama 3.3 70B Instruct,order5,193,O5_193,correct,G
research,Llama 3.3 70B Instruct,order5,194,O5_194,incorrect,R
research,Llama 3.3 70B Instruct,order5,195,O5_195,correct,G
research,Llama 3.3 70B Instruct,order5,196,O5_196,incorrect,R
research,Llama 3.3 70B Instruct,order5,197,O5_197,correct,G
research,Llama 3.3 70B Instruct,order5,198,O5_198,incorrect,R
research,Llama 3.3 70B Instruct,order5,199,O5_199,correct,G
research,Llama 3.3 70B Instruct,order5,200,O5_200,incorrect,R
scored,Gemma 4 31B IT,normal,1,N_001,correct,G
scored,Gemma 4 31B IT,normal,2,N_002,mixed,RGR
scored,Gemma 4 31B IT,normal,3,N_003,correct,G
scored,Gemma 4 31B IT,normal,4,N_004,correct,G
scored,Gemma 4 31B IT,normal,5,N_005,correct,G
scored,Gemma 4 31B IT,normal,6,N_006,incorrect,R
scored,Gemma 4 31B IT,normal,7,N_007,mixed,GRG
scored,Gemma 4 31B IT,normal,8,N_008,incorrect,R
scored,Gemma 4 31B IT,normal,9,N_009,correct,G
scored,Gemma 4 31B IT,normal,10,N_010,correct,G
scored,Gemma 4 31B IT,normal,11,N_011,correct,G
scored,Gemma 4 31B IT,normal,12,N_012,correct,G
scored,Gemma 4 31B IT,normal,13,N_013,mixed,RGG
scored,Gemma 4 31B IT,normal,14,N_014,correct,G
scored,Gemma 4 31B IT,normal,15,N_015,correct,G
scored,Gemma 4 31B IT,normal,16,N_016,correct,G
scored,Gemma 4 31B IT,normal,17,N_017,correct,G
scored,Gemma 4 31B IT,normal,18,N_018,correct,G
scored,Gemma 4 31B IT,normal,19,N_019,correct,G
scored,Gemma 4 31B IT,normal,20,N_020,correct,G
scored,Gemma 4 31B IT,normal,21,N_021,correct,G
scored,Gemma 4 31B IT,normal,22,N_022,incorrect,R
scored,Gemma 4 31B IT,normal,23,N_023,correct,G
scored,Gemma 4 31B IT,normal,24,N_024,mixed,RGG
scored,Gemma 4 31B IT,normal,25,N_025,correct,G
scored,Gemma 4 31B IT,normal,26,N_026,correct,G
scored,Gemma 4 31B IT,normal,27,N_027,correct,G
scored,Gemma 4 31B IT,normal,28,N_028,incorrect,R
scored,Gemma 4 31B IT,normal,29,N_029,correct,G
scored,Gemma 4 31B IT,normal,30,N_030,incorrect,R
scored,Gemma 4 31B IT,normal,31,N_031,correct,G
scored,Gemma 4 31B IT,normal,32,N_032,correct,G
scored,Gemma 4 31B IT,normal,33,N_033,correct,G
scored,Gemma 4 31B IT,normal,34,N_034,correct,G
scored,Gemma 4 31B IT,normal,35,N_035,correct,G
scored,Gemma 4 31B IT,normal,36,N_036,correct,G
scored,Gemma 4 31B IT,normal,37,N_037,correct,G
scored,Gemma 4 31B IT,normal,38,N_038,incorrect,R
scored,Gemma 4 31B IT,normal,39,N_039,correct,G
scored,Gemma 4 31B IT,normal,40,N_040,mixed,GGR
scored,Gemma 4 31B IT,normal,41,N_041,correct,G
scored,Gemma 4 31B IT,normal,42,N_042,correct,G
scored,Gemma 4 31B IT,normal,43,N_043,correct,G
scored,Gemma 4 31B IT,normal,44,N_044,mixed,GGR
scored,Gemma 4 31B IT,normal,45,N_045,correct,G
scored,Gemma 4 31B IT,normal,46,N_046,incorrect,R
scored,Gemma 4 31B IT,normal,47,N_047,correct,G
scored,Gemma 4 31B IT,normal,48,N_048,correct,G
scored,Gemma 4 31B IT,normal,49,N_049,correct,G
scored,Gemma 4 31B IT,normal,50,N_050,mixed,GRR
scored,Gemma 4 31B IT,normal,51,N_051,correct,G
scored,Gemma 4 31B IT,normal,52,N_052,correct,G
scored,Gemma 4 31B IT,normal,53,N_053,correct,G
scored,Gemma 4 31B IT,normal,54,N_054,correct,G
scored,Gemma 4 31B IT,normal,55,N_055,correct,G
scored,Gemma 4 31B IT,normal,56,N_056,correct,G
scored,Gemma 4 31B IT,normal,57,N_057,correct,G
scored,Gemma 4 31B IT,normal,58,N_058,incorrect,R
scored,Gemma 4 31B IT,normal,59,N_059,correct,G
scored,Gemma 4 31B IT,normal,60,N_060,correct,G
scored,Gemma 4 31B IT,normal,61,N_061,correct,G
scored,Gemma 4 31B IT,normal,62,N_062,correct,G
scored,Gemma 4 31B IT,normal,63,N_063,correct,G
scored,Gemma 4 31B IT,normal,64,N_064,mixed,RGR
scored,Gemma 4 31B IT,normal,65,N_065,correct,G
scored,Gemma 4 31B IT,normal,66,N_066,mixed,GRR
scored,Gemma 4 31B IT,normal,67,N_067,correct,G
scored,Gemma 4 31B IT,normal,68,N_068,incorrect,R
scored,Gemma 4 31B IT,normal,69,N_069,mixed,RRG
scored,Gemma 4 31B IT,normal,70,N_070,correct,G
scored,Gemma 4 31B IT,normal,71,N_071,correct,G
scored,Gemma 4 31B IT,normal,72,N_072,correct,G
scored,Gemma 4 31B IT,normal,73,N_073,incorrect,R
scored,Gemma 4 31B IT,normal,74,N_074,correct,G
scored,Gemma 4 31B IT,normal,75,N_075,incorrect,R
scored,Gemma 4 31B IT,normal,76,N_076,correct,G
scored,Gemma 4 31B IT,normal,77,N_077,correct,G
scored,Gemma 4 31B IT,normal,78,N_078,correct,G
scored,Gemma 4 31B IT,normal,79,N_079,correct,G
scored,Gemma 4 31B IT,normal,80,N_080,correct,G
scored,Gemma 4 31B IT,normal,81,N_081,correct,G
scored,Gemma 4 31B IT,normal,82,N_082,correct,G
scored,Gemma 4 31B IT,normal,83,N_083,mixed,RRG
scored,Gemma 4 31B IT,normal,84,N_084,correct,G
scored,Gemma 4 31B IT,normal,85,N_085,correct,G
scored,Gemma 4 31B IT,normal,86,N_086,correct,G
scored,Gemma 4 31B IT,normal,87,N_087,correct,G
scored,Gemma 4 31B IT,normal,88,N_088,mixed,GGR
scored,Gemma 4 31B IT,normal,89,N_089,correct,G
scored,Gemma 4 31B IT,normal,90,N_090,correct,G
scored,Gemma 4 31B IT,normal,91,N_091,correct,G
scored,Gemma 4 31B IT,normal,92,N_092,correct,G
scored,Gemma 4 31B IT,normal,93,N_093,correct,G
scored,Gemma 4 31B IT,normal,94,N_094,incorrect,R
scored,Gemma 4 31B IT,normal,95,N_095,correct,G
scored,Gemma 4 31B IT,normal,96,N_096,incorrect,R
scored,Gemma 4 31B IT,normal,97,N_097,correct,G
scored,Gemma 4 31B IT,normal,98,N_098,correct,G
scored,Gemma 4 31B IT,normal,99,N_099,correct,G
scored,Gemma 4 31B IT,normal,100,N_100,mixed,GGR
scored,Gemma 4 31B IT,normal,101,N_101,correct,G
scored,Gemma 4 31B IT,normal,102,N_102,correct,G
scored,Gemma 4 31B IT,normal,103,N_103,correct,G
scored,Gemma 4 31B IT,normal,104,N_104,correct,G
scored,Gemma 4 31B IT,normal,105,N_105,correct,G
scored,Gemma 4 31B IT,normal,106,N_106,mixed,GGR
scored,Gemma 4 31B IT,normal,107,N_107,correct,G
scored,Gemma 4 31B IT,normal,108,N_108,mixed,RGG
scored,Gemma 4 31B IT,normal,109,N_109,correct,G
scored,Gemma 4 31B IT,normal,110,N_110,correct,G
scored,Gemma 4 31B IT,normal,111,N_111,correct,G
scored,Gemma 4 31B IT,normal,112,N_112,mixed,GRR
scored,Gemma 4 31B IT,normal,113,N_113,correct,G
scored,Gemma 4 31B IT,normal,114,N_114,correct,G
scored,Gemma 4 31B IT,normal,115,N_115,correct,G
scored,Gemma 4 31B IT,normal,116,N_116,correct,G
scored,Gemma 4 31B IT,normal,117,N_117,correct,G
scored,Gemma 4 31B IT,normal,118,N_118,correct,G
scored,Gemma 4 31B IT,normal,119,N_119,mixed,RGG
scored,Gemma 4 31B IT,normal,120,N_120,correct,G
scored,Gemma 4 31B IT,normal,121,N_121,correct,G
scored,Gemma 4 31B IT,normal,122,N_122,correct,G
scored,Gemma 4 31B IT,normal,123,N_123,correct,G
scored,Gemma 4 31B IT,normal,124,N_124,correct,G
scored,Gemma 4 31B IT,normal,125,N_125,correct,G
scored,Gemma 4 31B IT,normal,126,N_126,correct,G
scored,Gemma 4 31B IT,normal,127,N_127,correct,G
scored,Gemma 4 31B IT,normal,128,N_128,correct,G
scored,Gemma 4 31B IT,normal,129,N_129,correct,G
scored,Gemma 4 31B IT,normal,130,N_130,correct,G
scored,Gemma 4 31B IT,normal,131,N_131,correct,G
scored,Gemma 4 31B IT,normal,132,N_132,correct,G
scored,Gemma 4 31B IT,normal,133,N_133,correct,G
scored,Gemma 4 31B IT,normal,134,N_134,correct,G
scored,Gemma 4 31B IT,normal,135,N_135,incorrect,R
scored,Gemma 4 31B IT,normal,136,N_136,correct,G
scored,Gemma 4 31B IT,normal,137,N_137,incorrect,R
scored,Gemma 4 31B IT,normal,138,N_138,correct,G
scored,Gemma 4 31B IT,normal,139,N_139,correct,G
scored,Gemma 4 31B IT,normal,140,N_140,correct,G
scored,Gemma 4 31B IT,normal,141,N_141,correct,G
scored,Gemma 4 31B IT,normal,142,N_142,correct,G
scored,Gemma 4 31B IT,normal,143,N_143,correct,G
scored,Gemma 4 31B IT,normal,144,N_144,correct,G
scored,Gemma 4 31B IT,normal,145,N_145,incorrect,R
scored,Gemma 4 31B IT,normal,146,N_146,correct,G
scored,Gemma 4 31B IT,normal,147,N_147,correct,G
scored,Gemma 4 31B IT,normal,148,N_148,correct,G
scored,Gemma 4 31B IT,normal,149,N_149,correct,G
scored,Gemma 4 31B IT,normal,150,N_150,correct,G
scored,Gemma 4 31B IT,normal,151,N_151,correct,G
scored,Gemma 4 31B IT,normal,152,N_152,correct,G
scored,Gemma 4 31B IT,normal,153,N_153,correct,G
scored,Gemma 4 31B IT,normal,154,N_154,correct,G
scored,Gemma 4 31B IT,normal,155,N_155,incorrect,R
scored,Gemma 4 31B IT,normal,156,N_156,correct,G
scored,Gemma 4 31B IT,normal,157,N_157,correct,G
scored,Gemma 4 31B IT,normal,158,N_158,mixed,GGR
scored,Gemma 4 31B IT,normal,159,N_159,correct,G
scored,Gemma 4 31B IT,normal,160,N_160,correct,G
scored,Gemma 4 31B IT,normal,161,N_161,correct,G
scored,Gemma 4 31B IT,normal,162,N_162,correct,G
scored,Gemma 4 31B IT,normal,163,N_163,correct,G
scored,Gemma 4 31B IT,normal,164,N_164,correct,G
scored,Gemma 4 31B IT,normal,165,N_165,correct,G
scored,Gemma 4 31B IT,normal,166,N_166,mixed,RGG
scored,Gemma 4 31B IT,normal,167,N_167,correct,G
scored,Gemma 4 31B IT,normal,168,N_168,mixed,GGR
scored,Gemma 4 31B IT,normal,169,N_169,correct,G
scored,Gemma 4 31B IT,normal,170,N_170,correct,G
scored,Gemma 4 31B IT,normal,171,N_171,correct,G
scored,Gemma 4 31B IT,normal,172,N_172,correct,G
scored,Gemma 4 31B IT,normal,173,N_173,correct,G
scored,Gemma 4 31B IT,normal,174,N_174,mixed,GGR
scored,Gemma 4 31B IT,normal,175,N_175,correct,G
scored,Gemma 4 31B IT,normal,176,N_176,correct,G
scored,Gemma 4 31B IT,normal,177,N_177,correct,G
scored,Gemma 4 31B IT,normal,178,N_178,correct,G
scored,Gemma 4 31B IT,normal,179,N_179,correct,G
scored,Gemma 4 31B IT,normal,180,N_180,mixed,GGR
scored,Gemma 4 31B IT,normal,181,N_181,correct,G
scored,Gemma 4 31B IT,normal,182,N_182,correct,G
scored,Gemma 4 31B IT,normal,183,N_183,correct,G
scored,Gemma 4 31B IT,normal,184,N_184,correct,G
scored,Gemma 4 31B IT,normal,185,N_185,correct,G
scored,Gemma 4 31B IT,normal,186,N_186,correct,G
scored,Gemma 4 31B IT,normal,187,N_187,correct,G
scored,Gemma 4 31B IT,normal,188,N_188,mixed,GGR
scored,Gemma 4 31B IT,normal,189,N_189,correct,G
scored,Gemma 4 31B IT,normal,190,N_190,correct,G
scored,Gemma 4 31B IT,normal,191,N_191,correct,G
scored,Gemma 4 31B IT,normal,192,N_192,correct,G
scored,Gemma 4 31B IT,normal,193,N_193,correct,G
scored,Gemma 4 31B IT,normal,194,N_194,correct,G
scored,Gemma 4 31B IT,normal,195,N_195,correct,G
scored,Gemma 4 31B IT,normal,196,N_196,mixed,RRG
scored,Gemma 4 31B IT,normal,197,N_197,correct,G
scored,Gemma 4 31B IT,normal,198,N_198,correct,G
scored,Gemma 4 31B IT,normal,199,N_199,correct,G
scored,Gemma 4 31B IT,normal,200,N_200,incorrect,R
scored,GPT-OSS 120B,normal,1,N_001,correct,G
scored,GPT-OSS 120B,normal,2,N_002,correct,G
scored,GPT-OSS 120B,normal,3,N_003,correct,G
scored,GPT-OSS 120B,normal,4,N_004,correct,G
scored,GPT-OSS 120B,normal,5,N_005,correct,G
scored,GPT-OSS 120B,normal,6,N_006,mixed,GRR
scored,GPT-OSS 120B,normal,7,N_007,correct,G
scored,GPT-OSS 120B,normal,8,N_008,incorrect,R
scored,GPT-OSS 120B,normal,9,N_009,correct,G
scored,GPT-OSS 120B,normal,10,N_010,correct,G
scored,GPT-OSS 120B,normal,11,N_011,correct,G
scored,GPT-OSS 120B,normal,12,N_012,correct,G
scored,GPT-OSS 120B,normal,13,N_013,correct,G
scored,GPT-OSS 120B,normal,14,N_014,correct,G
scored,GPT-OSS 120B,normal,15,N_015,mixed,RGG
scored,GPT-OSS 120B,normal,16,N_016,correct,G
scored,GPT-OSS 120B,normal,17,N_017,correct,G
scored,GPT-OSS 120B,normal,18,N_018,correct,G
scored,GPT-OSS 120B,normal,19,N_019,correct,G
scored,GPT-OSS 120B,normal,20,N_020,correct,G
scored,GPT-OSS 120B,normal,21,N_021,correct,G
scored,GPT-OSS 120B,normal,22,N_022,mixed,RRG
scored,GPT-OSS 120B,normal,23,N_023,correct,G
scored,GPT-OSS 120B,normal,24,N_024,mixed,GRG
scored,GPT-OSS 120B,normal,25,N_025,correct,G
scored,GPT-OSS 120B,normal,26,N_026,correct,G
scored,GPT-OSS 120B,normal,27,N_027,correct,G
scored,GPT-OSS 120B,normal,28,N_028,mixed,RGR
scored,GPT-OSS 120B,normal,29,N_029,correct,G
scored,GPT-OSS 120B,normal,30,N_030,incorrect,R
scored,GPT-OSS 120B,normal,31,N_031,correct,G
scored,GPT-OSS 120B,normal,32,N_032,correct,G
scored,GPT-OSS 120B,normal,33,N_033,correct,G
scored,GPT-OSS 120B,normal,34,N_034,correct,G
scored,GPT-OSS 120B,normal,35,N_035,correct,G
scored,GPT-OSS 120B,normal,36,N_036,correct,G
scored,GPT-OSS 120B,normal,37,N_037,correct,G
scored,GPT-OSS 120B,normal,38,N_038,incorrect,R
scored,GPT-OSS 120B,normal,39,N_039,correct,G
scored,GPT-OSS 120B,normal,40,N_040,correct,G
scored,GPT-OSS 120B,normal,41,N_041,correct,G
scored,GPT-OSS 120B,normal,42,N_042,correct,G
scored,GPT-OSS 120B,normal,43,N_043,correct,G
scored,GPT-OSS 120B,normal,44,N_044,correct,G
scored,GPT-OSS 120B,normal,45,N_045,correct,G
scored,GPT-OSS 120B,normal,46,N_046,incorrect,R
scored,GPT-OSS 120B,normal,47,N_047,correct,G
scored,GPT-OSS 120B,normal,48,N_048,correct,G
scored,GPT-OSS 120B,normal,49,N_049,correct,G
scored,GPT-OSS 120B,normal,50,N_050,correct,G
scored,GPT-OSS 120B,normal,51,N_051,correct,G
scored,GPT-OSS 120B,normal,52,N_052,correct,G
scored,GPT-OSS 120B,normal,53,N_053,correct,G
scored,GPT-OSS 120B,normal,54,N_054,correct,G
scored,GPT-OSS 120B,normal,55,N_055,correct,G
scored,GPT-OSS 120B,normal,56,N_056,correct,G
scored,GPT-OSS 120B,normal,57,N_057,correct,G
scored,GPT-OSS 120B,normal,58,N_058,incorrect,R
scored,GPT-OSS 120B,normal,59,N_059,correct,G
scored,GPT-OSS 120B,normal,60,N_060,correct,G
scored,GPT-OSS 120B,normal,61,N_061,correct,G
scored,GPT-OSS 120B,normal,62,N_062,correct,G
scored,GPT-OSS 120B,normal,63,N_063,correct,G
scored,GPT-OSS 120B,normal,64,N_064,mixed,GRR
scored,GPT-OSS 120B,normal,65,N_065,correct,G
scored,GPT-OSS 120B,normal,66,N_066,incorrect,R
scored,GPT-OSS 120B,normal,67,N_067,correct,G
scored,GPT-OSS 120B,normal,68,N_068,incorrect,R
scored,GPT-OSS 120B,normal,69,N_069,incorrect,R
scored,GPT-OSS 120B,normal,70,N_070,correct,G
scored,GPT-OSS 120B,normal,71,N_071,mixed,GRG
scored,GPT-OSS 120B,normal,72,N_072,correct,G
scored,GPT-OSS 120B,normal,73,N_073,incorrect,R
scored,GPT-OSS 120B,normal,74,N_074,correct,G
scored,GPT-OSS 120B,normal,75,N_075,incorrect,R
scored,GPT-OSS 120B,normal,76,N_076,correct,G
scored,GPT-OSS 120B,normal,77,N_077,correct,G
scored,GPT-OSS 120B,normal,78,N_078,correct,G
scored,GPT-OSS 120B,normal,79,N_079,correct,G
scored,GPT-OSS 120B,normal,80,N_080,correct,G
scored,GPT-OSS 120B,normal,81,N_081,correct,G
scored,GPT-OSS 120B,normal,82,N_082,mixed,RGR
scored,GPT-OSS 120B,normal,83,N_083,incorrect,R
scored,GPT-OSS 120B,normal,84,N_084,correct,G
scored,GPT-OSS 120B,normal,85,N_085,correct,G
scored,GPT-OSS 120B,normal,86,N_086,correct,G
scored,GPT-OSS 120B,normal,87,N_087,correct,G
scored,GPT-OSS 120B,normal,88,N_088,correct,G
scored,GPT-OSS 120B,normal,89,N_089,correct,G
scored,GPT-OSS 120B,normal,90,N_090,correct,G
scored,GPT-OSS 120B,normal,91,N_091,correct,G
scored,GPT-OSS 120B,normal,92,N_092,correct,G
scored,GPT-OSS 120B,normal,93,N_093,correct,G
scored,GPT-OSS 120B,normal,94,N_094,mixed,RGR
scored,GPT-OSS 120B,normal,95,N_095,correct,G
scored,GPT-OSS 120B,normal,96,N_096,incorrect,R
scored,GPT-OSS 120B,normal,97,N_097,correct,G
scored,GPT-OSS 120B,normal,98,N_098,correct,G
scored,GPT-OSS 120B,normal,99,N_099,correct,G
scored,GPT-OSS 120B,normal,100,N_100,correct,G
scored,GPT-OSS 120B,normal,101,N_101,correct,G
scored,GPT-OSS 120B,normal,102,N_102,correct,G
scored,GPT-OSS 120B,normal,103,N_103,correct,G
scored,GPT-OSS 120B,normal,104,N_104,correct,G
scored,GPT-OSS 120B,normal,105,N_105,correct,G
scored,GPT-OSS 120B,normal,106,N_106,correct,G
scored,GPT-OSS 120B,normal,107,N_107,correct,G
scored,GPT-OSS 120B,normal,108,N_108,correct,G
scored,GPT-OSS 120B,normal,109,N_109,correct,G
scored,GPT-OSS 120B,normal,110,N_110,correct,G
scored,GPT-OSS 120B,normal,111,N_111,correct,G
scored,GPT-OSS 120B,normal,112,N_112,correct,G
scored,GPT-OSS 120B,normal,113,N_113,mixed,RGG
scored,GPT-OSS 120B,normal,114,N_114,correct,G
scored,GPT-OSS 120B,normal,115,N_115,correct,G
scored,GPT-OSS 120B,normal,116,N_116,correct,G
scored,GPT-OSS 120B,normal,117,N_117,correct,G
scored,GPT-OSS 120B,normal,118,N_118,correct,G
scored,GPT-OSS 120B,normal,119,N_119,correct,G
scored,GPT-OSS 120B,normal,120,N_120,correct,G
scored,GPT-OSS 120B,normal,121,N_121,mixed,RGG
scored,GPT-OSS 120B,normal,122,N_122,correct,G
scored,GPT-OSS 120B,normal,123,N_123,correct,G
scored,GPT-OSS 120B,normal,124,N_124,mixed,GRG
scored,GPT-OSS 120B,normal,125,N_125,correct,G
scored,GPT-OSS 120B,normal,126,N_126,correct,G
scored,GPT-OSS 120B,normal,127,N_127,mixed,GGR
scored,GPT-OSS 120B,normal,128,N_128,correct,G
scored,GPT-OSS 120B,normal,129,N_129,correct,G
scored,GPT-OSS 120B,normal,130,N_130,correct,G
scored,GPT-OSS 120B,normal,131,N_131,correct,G
scored,GPT-OSS 120B,normal,132,N_132,correct,G
scored,GPT-OSS 120B,normal,133,N_133,correct,G
scored,GPT-OSS 120B,normal,134,N_134,correct,G
scored,GPT-OSS 120B,normal,135,N_135,incorrect,R
scored,GPT-OSS 120B,normal,136,N_136,correct,G
scored,GPT-OSS 120B,normal,137,N_137,incorrect,R
scored,GPT-OSS 120B,normal,138,N_138,correct,G
scored,GPT-OSS 120B,normal,139,N_139,correct,G
scored,GPT-OSS 120B,normal,140,N_140,correct,G
scored,GPT-OSS 120B,normal,141,N_141,correct,G
scored,GPT-OSS 120B,normal,142,N_142,correct,G
scored,GPT-OSS 120B,normal,143,N_143,correct,G
scored,GPT-OSS 120B,normal,144,N_144,correct,G
scored,GPT-OSS 120B,normal,145,N_145,incorrect,R
scored,GPT-OSS 120B,normal,146,N_146,correct,G
scored,GPT-OSS 120B,normal,147,N_147,correct,G
scored,GPT-OSS 120B,normal,148,N_148,correct,G
scored,GPT-OSS 120B,normal,149,N_149,correct,G
scored,GPT-OSS 120B,normal,150,N_150,correct,G
scored,GPT-OSS 120B,normal,151,N_151,correct,G
scored,GPT-OSS 120B,normal,152,N_152,correct,G
scored,GPT-OSS 120B,normal,153,N_153,correct,G
scored,GPT-OSS 120B,normal,154,N_154,correct,G
scored,GPT-OSS 120B,normal,155,N_155,mixed,RGR
scored,GPT-OSS 120B,normal,156,N_156,correct,G
scored,GPT-OSS 120B,normal,157,N_157,correct,G
scored,GPT-OSS 120B,normal,158,N_158,correct,G
scored,GPT-OSS 120B,normal,159,N_159,correct,G
scored,GPT-OSS 120B,normal,160,N_160,correct,G
scored,GPT-OSS 120B,normal,161,N_161,correct,G
scored,GPT-OSS 120B,normal,162,N_162,correct,G
scored,GPT-OSS 120B,normal,163,N_163,correct,G
scored,GPT-OSS 120B,normal,164,N_164,correct,G
scored,GPT-OSS 120B,normal,165,N_165,correct,G
scored,GPT-OSS 120B,normal,166,N_166,correct,G
scored,GPT-OSS 120B,normal,167,N_167,correct,G
scored,GPT-OSS 120B,normal,168,N_168,correct,G
scored,GPT-OSS 120B,normal,169,N_169,correct,G
scored,GPT-OSS 120B,normal,170,N_170,mixed,GRR
scored,GPT-OSS 120B,normal,171,N_171,correct,G
scored,GPT-OSS 120B,normal,172,N_172,correct,G
scored,GPT-OSS 120B,normal,173,N_173,correct,G
scored,GPT-OSS 120B,normal,174,N_174,mixed,RGG
scored,GPT-OSS 120B,normal,175,N_175,correct,G
scored,GPT-OSS 120B,normal,176,N_176,correct,G
scored,GPT-OSS 120B,normal,177,N_177,correct,G
scored,GPT-OSS 120B,normal,178,N_178,correct,G
scored,GPT-OSS 120B,normal,179,N_179,correct,G
scored,GPT-OSS 120B,normal,180,N_180,correct,G
scored,GPT-OSS 120B,normal,181,N_181,correct,G
scored,GPT-OSS 120B,normal,182,N_182,correct,G
scored,GPT-OSS 120B,normal,183,N_183,correct,G
scored,GPT-OSS 120B,normal,184,N_184,correct,G
scored,GPT-OSS 120B,normal,185,N_185,correct,G
scored,GPT-OSS 120B,normal,186,N_186,correct,G
scored,GPT-OSS 120B,normal,187,N_187,correct,G
scored,GPT-OSS 120B,normal,188,N_188,correct,G
scored,GPT-OSS 120B,normal,189,N_189,correct,G
scored,GPT-OSS 120B,normal,190,N_190,correct,G
scored,GPT-OSS 120B,normal,191,N_191,correct,G
scored,GPT-OSS 120B,normal,192,N_192,correct,G
